lang,data_status,trait_clean,raw_contrasts,recommended_status,strict_status,flag,adaptation_note
th,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
th,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
th,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
th,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
th,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
th,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
th,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
th,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
th,kept,Usage of Articles,With articles / Less frequent articles,drop,drop,ART_DROP,Drop article contrast because the language lacks a stable article category comparable to English a/an/the.
th,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
th,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
th,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
th,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
th,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
th,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
th,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
th,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
th,kept,Usage of Long Words,Long average word length / Short average word length,adapt,drop,WORDLEN_ADAPT,Adapt long-word contrast to long written units or compounds; whitespace word length is unreliable.
th,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
th,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
th,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
th,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
th,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
th,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
th,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,adapt,drop,NUMSUB_ADAPT,Adapt to Thai internet/phonetic number substitutions where natural.
th,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
th,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,drop,drop,CASE_DROP,Drop casing contrast for uncased scripts or scripts where uppercase/lowercase is not a native style dimension.
th,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
th,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
th,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
tl,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
tl,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
tl,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
tl,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
tl,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
tl,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
tl,kept,Usage of Active Voice,Active / Passive,direct,direct,,
tl,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
tl,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
tl,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
tl,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
tl,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
tl,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
tl,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
tl,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
tl,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
tl,kept,Usage of Articles,With articles / Less frequent articles,direct,direct,,
tl,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
tl,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
tl,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
tl,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
tl,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,direct,direct,,
tl,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
tl,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
tl,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
tl,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
tl,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
tl,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
tl,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
tl,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
tl,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
tl,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
tl,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
tl,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
tl,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
tl,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
tl,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
tl,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
tr,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
tr,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
tr,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
tr,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
tr,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
tr,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
tr,kept,Usage of Active Voice,Active / Passive,direct,direct,,
tr,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
tr,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
tr,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
tr,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
tr,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
tr,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
tr,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
tr,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
tr,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
tr,kept,Usage of Articles,With articles / Less frequent articles,drop,drop,ART_DROP,Drop article contrast because the language lacks a stable article category comparable to English a/an/the.
tr,kept,Fluency in Sentence Construction,Fluent sentence / Disfluent sentence,direct,direct,,
tr,kept,Frequent Usage of Function Words,With function words / Less frequent function words,direct,direct,,
tr,kept,Frequent Usage of Common Verbs,With common verbs / Less frequent common verbs,direct,direct,,
tr,kept,Usage of Pronouns,With pronouns / Less frequent pronouns,direct,direct,,
tr,kept,Usage of Prepositions,With prepositions / Less frequent prepositions,adapt,drop,PREP_ADAPT,"Adapt preposition frequency to adpositions, postpositions, case suffixes, or case particles used for the same grammatical relations."
tr,kept,Frequent Usage of Determiners,With determiners / Less frequent determiners,direct,direct,,
tr,kept,Usage of Conjunctions,With conjunctions / Less frequent conjunctions,direct,direct,,
tr,kept,Usage of Nominalizations,With nominalizations / Without nominalizations,direct,direct,,
tr,kept,Usage of Long Words,Long average word length / Short average word length,direct,direct,,
tr,kept,Usage of Numerical Digits,With digits / Less frequent digits,direct,direct,,
tr,kept,Usage of Uppercase Letters,With uppercase letters / Without uppercase letters,direct,direct,,
tr,kept,Frequent Usage of Punctuation,With frequent punctuation / Less Frequent punctuation,direct,direct,,
tr,kept,Usage of Formal Tone,Formal / Informal,direct,direct,,
tr,kept,Complex Sentence Structure,Complex / Simple,direct,direct,,
tr,kept,Usage of Contractions,With contractions / Without contractions,direct,direct,,
tr,kept,Usage of Numerical Substitution (ex. hello -> h3llo type slang),With number substitution / Without number substitution,direct,direct,,
tr,kept,Usage of Only Lowercase Letters (all lowercase style),All Lower Case / Proper Capitalization,direct,direct,,
tr,kept,Usage of Only Uppercase Letters (all uppercase style),All Upper Case / Proper Capitalization,direct,direct,,
tr,kept,Presence of Misspelled Words,Sentence With a Few Misspelled Words / Normal Sentence,direct,direct,,
tr,kept,Usage of Text Emojis (ex. :-D type emoticons),Text Emojis / No Emojis,direct,direct,,
tr,kept,Usage of Emojis,With Emojis / No Emojis,direct,direct,,
tt,kept,Usage of Polite Tone,Polite / Impolite,direct,direct,,
tt,kept,Incorporation of Humor,With Humor / Without Humor,direct,direct,,
tt,kept,Usage of Sarcasm,With sarcasm / Without sarcasm,direct,direct,,
tt,kept,Usage of Metaphors,With metaphor / Without metaphor,direct,direct,,
tt,kept,Usage of Offensive Language,Offensive / Non-Offensive,direct,direct,,
tt,kept,Positive Sentiment Expression,Positive / Negative,direct,direct,,
tt,kept,Usage of Active Voice,Active / Passive,direct,direct,,
tt,kept,"Usage of Certain Tone (lack of uncertain words/phrases like 'I think', 'might', 'seems')",Certain / Uncertain,direct,direct,,
tt,kept,Usage of Self-Focused Perspective or Words,Self-focused / Inclusive-focused | Self-focused / You-focused | Self-focused / Third-person singular,direct,direct,,
tt,kept,Usage of Self-Focused Language,Self-focused / Audience-focused,direct,direct,,
tt,kept,Usage of Personal Pronouns,With personal pronouns / Less frequent pronouns,direct,direct,,
tt,kept,Usage of Present Tense and Present-Focused Words,Present-focused / Future-focused,direct,direct,,
tt,kept,Usage of Present-Focused Tense and Words,Present-focused / Past-focused,direct,direct,,
tt,kept,Usage of Words Indicating Affective Processes,Affective processes / Cognitive processes,direct,direct,,
tt,kept,Usage of Words Indicating Affective Process,Affective process / Perceptual process,direct,direct,,
tt,kept,Usage of Words Indicating Cognitive Processes,Cognitive process / Perceptual process,direct,direct,,
tt,kept,Usage of Articles,With articles / Less frequent articles,drop,drop,ART_DROP,Drop article contrast because the language lacks a stable article category comparable to English a/an/the.
